row_id,clue_id,surface,definition,answer,definition_wn,answer_wn,split
381577,545934,Trump’s latest drivel set off demonstration,demonstration,PROTEST,demonstration,protest,test
381583,545941,Endless innuendo destroyed marriage,marriage,UNION,marriage,union,train
381609,545970,Temporary worker (not new) at established concern,concern,INTEREST,concern,interest,test
381623,545984,Bishop with people’s support,support,BRACE,support,brace,test
381624,545985,Fashion design left out,Fashion,MODE,fashion,mode,test
381630,545992,Silly Barney's on hand,on hand,NEARBY,on_hand,nearby,test
381697,546072,Bad suntan... with pale bust,Bad,UNPLEASANT,bad,unpleasant,train
381699,546074,Nasty crowd — mostly they suck energy out,Nasty,FILTHY,nasty,filthy,test
381710,546085,Undemanding elf fosters discord,Undemanding,EFFORTLESS,undemanding,effortless,validate
381726,546099,Nasty peacekeepers almost captivate worker,Nasty,UNPLEASANT,nasty,unpleasant,validate
381794,546176,Head led out after salute,Head,NODDLE,head,noddle,train
381795,546177,"Indecent American, a social misfit basically",Indecent,SALACIOUS,indecent,salacious,test
381798,546180,Mysterious one with magnetic waves,Mysterious,ENIGMATIC,mysterious,enigmatic,train
381802,546185,Heritage roads announced,Heritage,ROOTS,heritage,roots,test
381832,546217,Pure tea on street has energy,Pure,CHASTE,pure,chaste,test
381841,546229,Rookie drops out of air travel to get gin cocktail for battle,battle,FIGHTING,battle,fighting,train
381862,546256,One rouser played wrong,wrong,ERRONEOUS,wrong,erroneous,test
381879,546276,"Today, masses took chief east to find minerals",Today,ANYMORE,today,anymore,test
381893,546300,To go around ten stones is enough,enough,PLENTY,enough,plenty,test
381898,546306,Firstly non-vegetarians consume cattle,cattle,NEAT,cattle,neat,validate
381905,546315,Princess's edict makes for confusion,confusion,DISORDER,confusion,disorder,test
381912,546322,Lecherous four left carnival,Lecherous,CARNAL,lecherous,carnal,train
381914,546324,Herb’s in charge of a public building,building,BASILICA,building,basilica,test
381915,546325,Raw prune I mashed ...,Raw,UNRIPE,raw,unripe,validate
381953,546366,"It is unclear, vague and theoretical",theoretical,UNREALISTIC,theoretical,unrealistic,test
381957,546372,Play one boring film,film,MOVIE,film,movie,test
381967,546382,A langur that's kind of bony,bony,ANGULAR,bony,angular,test
382001,546424,Network heads of many engineering start-ups harmonise,Network,MESH,network,mesh,validate
382034,546462,Vital Phosphorus vial to be maintained,Vital,PIVOTAL,vital,pivotal,test
382043,546472,Man got good money demonstrating leadership,leadership,HEGEMONY,leadership,hegemony,train
382045,546476,Man has tasty cocktail in secret,secret,STEALTHY,secret,stealthy,test
382047,546480,You say nurse is bad? That's doubtful,doubtful,UNSURE,doubtful,unsure,train
382059,546493,Winning eminence is out to be nasty,nasty,VICIOUS,nasty,vicious,test
382063,546497,"Listen, enriched no female executive head",Listen,ATTEND,listen,attend,train
382069,546507,Civic claim in UP squashed,Civic,MUNICIPAL,civic,municipal,train
382094,546538,View about revolutionary leader caught in a predicament,predicament,SCRAPE,predicament,scrape,train
382110,546555,Hateful cricket game by old American,Hateful,ODIOUS,hateful,odious,test
382121,546570,We in Delhi get men to joust outside joint — that's funny,funny,HUMOROUS,funny,humorous,validate
382135,546590,Fierce CIA ignored achievement at sea,Fierce,VEHEMENT,fierce,vehement,validate
382146,546602,The French embrace a revolutionary plan to go around an island for a break,break,LEISURE,break,leisure,test
382174,546637,Celebrity to nearly offend in speech,Celebrity,DISTINCTION,celebrity,distinction,test
382184,546649,"Leave, return, capture a gangster",Leave,ABANDON,leave,abandon,validate
382185,546650,Noisy gadget broken but dependable,dependable,STEADY-GOING,dependable,steady-going,test
382201,546667,Silent about a match — can start a bit,a bit,MODICUM,a_bit,modicum,test
382250,546728,Rise to the occasion after second chance,chance,SCOPE,chance,scope,test
382261,546747,Mostly never gets up in good time,time,EVENING,time,evening,test
382273,546762,Dense one vacuously entertaining old man with question,Dense,OPAQUE,dense,opaque,validate
382326,546821,"Nearly healthy, sent up hot drink",Nearly,WELL-NIGH,nearly,well-nigh,train
382334,546831,Excellent spinner cut,Excellent,TOP-NOTCH,excellent,top-notch,train
382344,546842,Style of European shoe — hollow,Style,ECLAT,style,eclat,train
382346,546844,Indifferent head missing success by chance with agency,Indifferent,LUKEWARM,indifferent,lukewarm,train
382394,546897,Incorrectly rated deal,deal,TRADE,deal,trade,train
382397,546903,Accuracy of abstract on charged particle,Accuracy,PRECISION,accuracy,precision,test
382421,546932,Modest — when ruler falls short,Modest,SMALL-SCALE,modest,small-scale,train
382441,546957,Big lie fabricated left European in fit,fit,ELIGIBLE,fit,eligible,validate
382486,547005,Sound of hooter ringing around island,Sound,NOISE,sound,noise,test
382510,547037,Left out landowner has no hesitation in re-development for a profit occasionally,occasionally,NOW AND AGAIN,occasionally,now_and_again,test
382532,547077,"Actually, it's another kind of linearity",Actually,IN REALITY,actually,in_reality,test
382562,547110,Duped by game of journalist,Duped,SNOOKERED,duped,snookered,test
382582,547132,Spiteful move on us squelched,Spiteful,VENOMOUS,spiteful,venomous,train
382599,547154,Bess’ man doesn't start binge,binge,ORGY,binge,orgy,train
382652,547220,Child jumps over hole in no time,in no time,SOON,in_no_time,soon,train
382666,547235,Against American involvement in fighting — leave,leave,VACATION,leave,vacation,validate
382697,547273,Country at ten — breaking news,Country,NATION,country,nation,validate
382704,547282,A contract to procure shredded paper is evident,evident,APPARENT,evident,apparent,test
382718,547317,Rest with wine embracing record,Rest,REPOSE,rest,repose,test
382726,547327,"Ruin European language, remove trace of nativity",Ruin,FINISH,ruin,finish,test
382737,547340,Call alien without initial clue of language,language,DIALECT,language,dialect,test
382744,547348,Alienated journalist consumed rum,Alienated,ESTRANGED,alienated,estranged,test
382748,547354,Each clever youth was hiding,Each,EVERY,each,every,validate
382756,547365,"Vandalised a grave; one, usually",usually,ON AVERAGE,usually,on_average,validate
382773,547386,Allow European to arrest liberal engineer,Allow,ENABLE,allow,enable,validate
382779,547392,Torque generated around a line,line,EQUATOR,line,equator,train
382803,547418,Former model trading places with the student in a story,Former,LATE,former,late,validate
382814,547431,Those having policies perhaps not wanting society to get desensitized,desensitized,INURED,desensitized,inured,test
382825,547445,Plenty to raise a stink about bores,Plenty,MUCH,plenty,much,test
382850,547474,Poor plant placed under sun as it withered,Poor,UNSATISFACTORY,poor,unsatisfactory,test
382875,547501,Odd theory on precipitation on ground,ground,TERRAIN,ground,terrain,test
382886,547514,Area of former enclosure,Area,EXTENT,area,extent,test
382893,547521,Drive last carriage at station,station,CASTE,station,caste,validate
382914,547545,Perhaps oxygen pressure is needed to breathe,breathe,GASP,breathe,gasp,train
382919,547550,Holding no Aadhaar in state borders? It’s malicious,malicious,SNIDE,malicious,snide,test
382932,547563,"Power held by superheroes comes after opposing evildoer first, getting forceful basically",Power,VEHEMENCE,power,vehemence,test
382951,547603,"Hot model, starting to undress, is unmoved",unmoved,IN SITU,unmoved,in_situ,validate
382960,547616,Note from Avtaar's guru,Note,MESSAGE,note,message,test
382972,547628,Set retracting ends of the polyp and cyst evenly,Set,TYPE,set,type,train
382983,547645,Agreement seen in mass entertainment,Agreement,ASSENT,agreement,assent,validate
382996,547661,Poor recital – scrapping it for sure,sure,CLEAR,sure,clear,test
383004,547669,Close to largely forlorn girl,Close,ALONG,close,along,test
383020,547689,Community: closer to locality?,Community,COLONY,community,colony,train
383043,547720,"Upset, I'm leaving the other woman in tension",tension,STRESS,tension,stress,test
383046,547724,Vision mentioned browser's destination,destination,SITE,destination,site,test
383060,547742,Contrived U-turn Lana pulled off,Contrived,UNNATURAL,contrived,unnatural,validate
383063,547745,Awakening from a never-ending spin around the States,Awakening,AROUSAL,awakening,arousal,test
383065,547748,Stop Hindustan Aeronautics Limited transportation at first,Stop,HALT,stop,halt,train
383080,547764,Dancing aboard overseas,overseas,ABROAD,overseas,abroad,test
383092,547774,Inefficient in English exercises,Inefficient,INEPT,inefficient,inept,train
383112,547796,Standing immediately before us,Standing,STATUS,standing,status,test
383114,547799,Fortunate having nurse within reach,Fortunate,ENVIABLE,fortunate,enviable,validate
383118,547803,Unpleasant thug lying concealed,Unpleasant,UGLY,unpleasant,ugly,validate
383120,547805,Warning at den close to forest surrounding Austria,Warning,CAVEAT,warning,caveat,test
383125,547810,"Fun is ongoing, holding together",together,UNISON,together,unison,test
383128,547813,Small walls at first really beautiful,beautiful,PRETTY,beautiful,pretty,validate
383135,547821,"Control of well-organised, fine uncle",Control,INFLUENCE,control,influence,train
383168,547858,Projected net value’s falling,Projected,EVENTUAL,projected,eventual,train
383175,547865,Pushed spurious drug around England,Pushed,URGED,pushed,urged,train
383182,547872,"Oily and gross, a piece of cake",Oily,GREASY,oily,greasy,train
383234,547932,Olive Ridley somewhat inactive,inactive,IDLE,inactive,idle,test
383239,547938,"Sailor trio, regular, now overseas",overseas,ABROAD,overseas,abroad,test
383274,547980,Criticism of boy’s flimsy,Criticism,BLAME,criticism,blame,train
383283,547992,Meeting Anne and Meg get prepared for,Meeting,ENGAGEMENT,meeting,engagement,test
383284,547993,Excellent selection of Indian eateries,Excellent,NEAT,excellent,neat,validate
383285,547994,"In addition, heartless drifter is wasteful",wasteful,EXTRAVAGANT,wasteful,extravagant,test
383296,548007,Remove one employed by firm,Remove,UNSEAT,remove,unseat,train
383311,548023,"Definite article, perhaps it's to be deleted",Definite,CLEAR,definite,clear,validate
383328,548040,"Reign of the champions, Bill free to leave",Reign,REALM,reign,realm,test
383330,548043,Reach as omentum gets a momentum initially,Reach,GAMUT,reach,gamut,test
383350,548072,"Unrealistic rogue right, needing no introduction, cunning",Unrealistic,IMPRACTICAL,unrealistic,impractical,validate
383355,548079,Unnecessarily annoys? Wily!,Unnecessarily,NEEDLESSLY,unnecessarily,needlessly,validate
383358,548082,Glorify alien overwhelming unknown odd owls,Glorify,EXTOL,glorify,extol,test
383377,548103,Pull of light cart tackling turns,Pull,ATTRACT,pull,attract,test
383390,548118,Secret want given up by freshman,Secret,INNER,secret,inner,train
383392,548121,"Scandalous, revolting bilge left neurobiologist unsettled",Scandalous,NOTORIOUS,scandalous,notorious,train
383406,548150,. In record time becomes clumsy,clumsy,INEPT,clumsy,inept,test
383414,548166,"Initially after gaining lustre, one will be shining",shining,AGLOW,shining,aglow,test
383434,548186,Girl assumes it's alright to arouse,arouse,EVOKE,arouse,evoke,test
383478,548240,Subject discussed in the meeting,Subject,THEME,subject,theme,test
383501,548266,Part of arena was horribly flooded,flooded,AWASH,flooded,awash,train
383510,548277,Show in topless joint alongside stream,Show,ARRAY,show,array,test
383517,548285,"Very upset, chases associate for help",help,AVAIL,help,avail,test
383535,548303,Security fraud sage corrected,Security,SAFEGUARD,security,safeguard,train
383536,548304,"Rule of precipitation, say",Rule,REIGN,rule,reign,test
383574,548354,"Large tract of land off West End, say",say,STATE,say,state,test
383592,548374,Inept Hague court's chief is transferred,Inept,GAUCHE,inept,gauche,test
383619,548406,Present is special in what way?,Present,SHOW,present,show,test
383629,548417,Some recipe to make wafer,Some,A FEW,some,a_few,test
383643,548434,"I, with regent, cooked up a number",number,INTEGER,number,integer,train
383684,548489,"Begins an enterprise that is, to some extent, mad",mad,INSANE,mad,insane,test
383700,548512,Belonging in a city rebuilt over months,Belonging,INTIMACY,belonging,intimacy,test
383731,548557,Public left bar,Public,OVERT,public,overt,test
383748,548579,Wide! Stumped in a flash,Wide,ASTRAY,wide,astray,test
383759,548591,"Inclination of Indian state, small in size",Inclination,APPETITE,inclination,appetite,validate
383822,548673,"United in passionate love, turned emotional",emotional,MAUDLIN,emotional,maudlin,test
383827,548679,Brutal raid organised to capture a criminal by noon,Brutal,DRACONIAN,brutal,draconian,test
383858,548711,Posh posh companion's impression? Boring...,Posh,UPMARKET,posh,upmarket,test
383862,548715,Difficult Master's obtained — leaving school's emotional,emotional,DRAMATIC,emotional,dramatic,test
383882,548739,Rejected auditor's advance amount,Rejected,LONESOME,rejected,lonesome,test
383895,548757,"Anxious to consume cereal, the Reverend said",Anxious,CAREWORN,anxious,careworn,validate
383932,548807,Affable setter has got in a tangle,Affable,GENIAL,affable,genial,test
383933,548808,"Open to peacekeepers, but war breaks out quietly",Open,UNWRAP,open,unwrap,test
383942,548819,Wander around emporium gutted in fire,fire,REMOVE,fire,remove,test
383954,548833,Huge clown entertains son,Huge,COSMIC,huge,cosmic,validate
383962,548841,Open and complete initial task,Open,OVERT,open,overt,test
383998,548880,Harsh satire indeed not seen often,Harsh,STRIDENT,harsh,strident,train
384005,548889,Truth about English side,side,FACET,side,facet,test
384044,548933,Praise from many coming up,Praise,EXTOL,praise,extol,test
384068,548961,Fold crown with no difficulty,Fold,CREASE,fold,crease,test
384141,549047,"Model, once buxom",Model,EXAMPLE,model,example,train
384162,549078,Admirer taking old city furniture,furniture,BUREAU,furniture,bureau,train
384172,549089,Fans fall back in daze,daze,STUN,daze,stun,test
384182,549100,Goodness! Most of this unending peace is legendary,legendary,MYTHICAL,legendary,mythical,validate
384269,549249,Principled greeting by college in overdue volte-face,Principled,ETHICAL,principled,ethical,test
384280,549261,Starts with annual vacation and the aftermath — recent movie,movie,AVATAR,movie,avatar,test
384295,549278,Open and stop the investigators,Open,CANDID,open,candid,test
384311,549305,Edit the legal document without a header found inside the rolled-over jug,Edit,REWRITE,edit,rewrite,test
384351,549361,Wrong note's taken by fool,Wrong,AMISS,wrong,amiss,validate
384352,549362,Notice stock exchange's early closing,Notice,SENSE,notice,sense,test
384354,549368,"Abstainer, getting old is content",content,TEXT,content,text,train
384367,549382,"Being sexy, entices giddy youngsters on vacation to go out",Being,EXISTENCE,being,existence,test
384370,549385,"Fix match! Go under, giving away runs",Fix,TIE DOWN,fix,tie_down,test
384388,549403,Force rude doctor on ship,Force,DURESS,force,duress,test
384389,549404,Remove reversing bus from land,Remove,SUBTRACT,remove,subtract,train
384440,549465,Quite narrow-minded Republican interrupts,Quite,PRETTY,quite,pretty,validate
384460,549492,Mutton from sheep butchered for snap,snap,SPUR-OF-THE-MOMENT,snap,spur-of-the-moment,test
384468,549501,Free ball pitched up goes to fence,Free,DEVOID,free,devoid,train
384527,549573,Red army arrested wrong man in country,country,MYANMAR,country,myanmar,train
384533,549579,"Gulf country ends short, it's pathetic",pathetic,ABYSMAL,pathetic,abysmal,test
384561,549614,Meeting seen to be regularly held by choice,Meeting,PLENUM,meeting,plenum,validate
384569,549622,"Bread's nice, I will go for peanuts",peanuts,PITTANCE,peanuts,pittance,test
384631,549714,Villain at set wants lead role and exposure,exposure,DEMONSTRATION,exposure,demonstration,test
384632,549715,New notebook,New,MINT,new,mint,validate
384633,549716,"Unexpected trip, one to the front; college dropout forced by new order",Unexpected,UNHOPED-FOR,unexpected,unhoped-for,train
384640,549723,Agent counters issue with friend in private,in private,PERSONALLY,in_private,personally,train
384651,549735,"Once big, now a model",model,EXAMPLE,model,example,test
384655,549739,Face read incorrectly,Face,DARE,face,dare,train
384657,549741,"Social Media firm goes to the top position in collection, leads worldwide",worldwide,COSMIC,worldwide,cosmic,test
384694,549783,"Covertly designed siren, etc.",Covertly,IN SECRET,covertly,in_secret,test
384697,549786,Proved to be tin dropped by toucan,Proved,TURNED OUT,proved,turned_out,validate
384710,549800,Go around gold piece,Go around,ORBIT,go_around,orbit,train
384722,549815,"Desperate, endure scrap",Desperate,LAST-DITCH,desperate,last-ditch,validate
384728,549821,Model gets foreign money in difficulty,difficulty,TROUBLE,difficulty,trouble,test
384750,549866,"With an orchestra playing, editor left",left,ABANDONED,left,abandoned,validate
384775,549896,Severe resistance breaking tag used on social media,Severe,HARSH,severe,harsh,test
384783,549905,Exhausted baker somehow moved up to escape,escape,BREAKOUT,escape,breakout,validate
384784,549906,Conjecture on Norse god covering European mythology at last,Conjecture,THEORY,conjecture,theory,train
384787,549909,Infamous trio soon united in rebellion,Infamous,NOTORIOUS,infamous,notorious,test
384811,549937,Auditor's arrogant tone,tone,VEIN,tone,vein,test
384819,549948,"Getting closer to vault, secure your old secret",secret,STEALTHY,secret,stealthy,test
384831,549964,Reckon bishop’s sacrificed for rook! Help,Help,RELIEVE,help,relieve,train
384838,549974,Cheerful when dangerous husband leaves,Cheerful,AIRY,cheerful,airy,test
384874,550013,Informed about fighting in Aden regularly,Informed,AWARE,informed,aware,test
384877,550019,Secret heart of victors...,Secret,INNER,secret,inner,train
384882,550026,"Listener, as a consequence, is worldly",worldly,EARTHEN,worldly,earthen,test
384958,550137,Alert when explosive fuel trails vehicle,Alert,CAREFUL,alert,careful,train
384960,550139,Merciful chapter before sanction to quarter soldiers,Merciful,CLEMENT,merciful,clement,train
384967,550146,Good to have rent control,control,GRIP,control,grip,train
384991,550172,Internal bar next to emergency room,Internal,INNER,internal,inner,train
385009,550190,Ancient sled rolls in secret,secret,CLANDESTINE,secret,clandestine,test
385027,550209,Just alien greeting Chennai leader,Just,ETHIC,just,ethic,test
385069,550256,"Undoubtedly, Faraday by and large was working out Newton",Undoubtedly,FAR AND AWAY,undoubtedly,far_and_away,validate
385076,550264,Use a tee in home,home,HABITAT,home,habitat,train
385078,550266,Dunk in sauce that's cold,cold,UNKIND,cold,unkind,train
385094,550288,Deceitful guard returns one's valise after removing contents,Deceitful,EVASIVE,deceitful,evasive,validate
385101,550299,The German in French airport is well-behaved,well-behaved,ORDERLY,well-behaved,orderly,test
385104,550302,Competent American court imprisons oriental queen,Competent,ADEQUATE,competent,adequate,train
385110,550309,Lots of blood when stabbed by a lance's tip,Lots,GALORE,lots,galore,train
385137,550337,Stress English redcap has leaders of Islamic State,Stress,EMPHASIS,stress,emphasis,test
385151,550352,Grand century on return to tie,tie,KNOT,tie,knot,test
385195,550403,Set direction to follow French wizard’s place,Set,FROZE,set,froze,test
385226,550443,Free content found online,Free,UNDO,free,undo,test
385258,550479,Judge wore a clean suit,suit,ADJUST,suit,adjust,train
385261,550485,"Hard cryptic grid cracked by Incognito, at first",Hard,RIGID,hard,rigid,test
385268,550493,Scan metal with the other hand,Scan,READ,scan,read,test
385278,550506,Top dress is worn by a couple of men,Top,SUMMIT,top,summit,train
385295,550524,"Buoyant, consume after pub brawl",Buoyant,UPBEAT,buoyant,upbeat,test
385301,550530,Her curtailed nuclear explosion is powerful,powerful,HERCULEAN,powerful,herculean,test
385393,550636,Two short men kept it cut,cut,EDITED,cut,edited,test
385416,550670,Comical figure embracing queen,Comical,DROLL,comical,droll,train
385436,550693,Talk with snitch to trap leader of insurgents,Talk,NOISE,talk,noise,train
385442,550699,"Stylish and neat, tailored clothing for cricket side",Stylish,ELEGANT,stylish,elegant,validate
385487,550749,"Reckless one, primarily misreading heart rate, injected with IV",Reckless,IMPULSIVE,reckless,impulsive,train
385505,550770,Depressed member of parliament lounging around,Depressed,LOW-LYING,depressed,low-lying,test
385508,550773,"Long time, no see – said secretary, finally at office",office,AGENCY,office,agency,validate
385547,550811,Rare alarm overwhelms Conservative,Rare,SCARCE,rare,scarce,validate
385583,550847,Academy to back doctor (specialist) who’s spirited,spirited,ARDENT,spirited,ardent,train
385592,550856,Second class food has vital force? Silly,Silly,CHILDISH,silly,childish,validate
385611,550880,Tries to enter actual practice,practice,REHEARSAL,practice,rehearsal,validate
385640,550913,Left pen inside pen,Left,RESIGNED,left,resigned,test
385658,550931,New university head accepts point on reflection,New,UP-TO-DATE,new,up-to-date,train
385660,550934,Pure boiled food is good,good,REPUTABLE,good,reputable,train
385661,550935,Secret police tried to capture essentially dangerous criminal,Secret,RECONDITE,secret,recondite,train
385685,550962,"Perhaps, expert comes before kid, with rookie somewhere in the middle",Perhaps,PROBABLY,perhaps,probably,test
385690,550967,Every retiring man gets a cent,Every,EACH,every,each,test
385692,550971,"Beginning from zero, set up home",Beginning,ORIGIN,beginning,origin,validate
385739,551024,"Beginning now, a side can enter nine times",Beginning,NASCENT,beginning,nascent,validate
385750,551038,"Can relent, stand out as being supernatural",supernatural,TRANSCENDENTAL,supernatural,transcendental,validate
385800,551090,Sick man with enteric disease starts to be awkward,awkward,ILL-TIMED,awkward,ill-timed,validate
385805,551096,"Quite nonchalantly, setter slipped out to chase female",Quite,FAIRLY,quite,fairly,train
385808,551099,Loud landmark spot,spot,SITE,spot,site,validate
385843,551139,"True, dater broke up sorrowfully at last recently",recently,YESTERDAY,recently,yesterday,test
385864,551164,"Husband, worthless, abandons wife in hurry",hurry,HASTE,hurry,haste,train
385904,551210,"After gym, ran out incoherent",incoherent,FRAGMENTARY,incoherent,fragmentary,test
385921,551231,Controversial introductions to men of outstanding talent,Controversial,MOOT,controversial,moot,train
385922,551232,Retired sailor gave orders after steward’s second goes missing,Retired,ABDICATED,retired,abdicated,validate
385937,551251,Place to rest at home finally,Place,SITE,place,site,test
385941,551256,Existence of bribe in government suppressed,Existence,BEING,existence,being,train
385960,551275,Defeat? Win or split heartlessly,Defeat,WORST,defeat,worst,test
385962,551277,Sense some of the small amount is lost,Sense,INKLING,sense,inkling,train
386013,551342,Doubtful part of Cardiff yeomanry,Doubtful,IFFY,doubtful,iffy,test
386018,551347,Cut a member in front of upper gallery,Cut,AMPUTATE,cut,amputate,validate
386048,551385,Former British nobleman losing head in row,Former,EARLIER,former,earlier,validate
386051,551389,Helped to bring charges against director over slur,Helped,SUSTAINED,helped,sustained,test
386055,551393,Champion wins money and crown,crown,ACME,crown,acme,validate
386064,551404,Very hard to keep away from this kind of tea — unwritten,unwritten,VERBAL,unwritten,verbal,test
386073,551416,What’s fair to take during trial as a precaution,a precaution,JUST IN CASE,precaution,just_in_case,test
386075,551418,Animal crossing road with caution,caution,CAVEAT,caution,caveat,validate
386098,551442,Mexico's borders walled by Trump – he's often terribly impulsive,impulsive,SPUR-OF-THE-MOMENT,impulsive,spur-of-the-moment,train
386110,551455,"Humorous temperament of Doc, JNU mistook",Humorous,JOCUND,humorous,jocund,test
386114,551460,Organized reunions; come without uniform in casual,casual,UNCEREMONIOUS,casual,unceremonious,test
386129,551476,US President is against journalist; you hear pressure is contrived,contrived,TRUMPED-UP,contrived,trumped-up,train
386137,551485,"Arouse lady, feed love, okay?",Arouse,EVOKE,arouse,evoke,test
386139,551487,Fuss over break point finds acceptance,acceptance,ADOPTION,acceptance,adoption,train
386159,551513,Cruel to bring it back in touch,Cruel,BRUTISH,cruel,brutish,test
386168,551522,"Brace for match, number announced",Brace,TIGHTEN,brace,tighten,test
386192,551546,Some settle abroad eastern part of Denver,Some,SEVERAL,some,several,train
386193,551548,Dare to reform killers essentially imprisoned,Dare,CHALLENGE,dare,challenge,validate
386194,551549,Theme of desktop icons...,Theme,TOPIC,theme,topic,validate
386196,551552,"Country in quarrel, fighting to liberate England in the absence of Queen",Country,RURAL,country,rural,test
386202,551560,Side loses opener; losing heart next one gets caught — a little alike,alike,IDENTICAL,alike,identical,validate
386243,551602,Englishman returns title,title,NAME,title,name,test
386252,551613,"Top Frenchmen in clubs, perhaps",Top,SUMMIT,top,summit,train
386253,551614,A model gift for now,now,AT PRESENT,now,at_present,test
386257,551619,Accurate composition accompanied by third note of C Major scale,Accurate,PRECISE,accurate,precise,test
386271,551637,Clever bishop's tirade about hostile institute,Clever,BRILLIANT,clever,brilliant,test
386304,551674,Harebrained woman goes for model that is cheap,cheap,TACKY,cheap,tacky,validate
386306,551676,Praise good sizzling oil fry,Praise,GLORIFY,praise,glorify,test
386308,551678,Swear about entertaining new solution,solution,ANSWER,solution,answer,test
386326,551703,Brother beginning to appreciate a relative's foundation,foundation,BASIS,foundation,basis,test
386331,551709,Real networking goes on forever,forever,ETERNAL,forever,eternal,train
386366,551753,Stiff knight walks out of ridicule,Stiff,TAUT,stiff,taut,train
386410,551803,Nomadic outsiders went around like this with sis,Nomadic,TOURED,nomadic,toured,validate
386420,551815,A doctor’s circular letter on sex appeal’s competent,competent,ADROIT,competent,adroit,validate
386517,551935,Fierce tennis played by end of game,Fierce,INTENSE,fierce,intense,test
386526,551945,"Attack by Dhoni in the middle, close to marvellous in Final",Attack,ONSET,attack,onset,train
386577,552010,Angry Indian sailor turns back European,Angry,IRATE,angry,irate,test
386582,552015,Sleepy rowdy stirs and grabs stick at first,Sleepy,DROWSY,sleepy,drowsy,test
386590,552026,Ceased wandering around Portugal and fled,fled,ESCAPED,fled,escaped,train
386665,552121,Loyal European working with Universal Studios is fired,Loyal,DUTEOUS,loyal,duteous,test
386704,552166,Bristled Dewan's dancing,Bristled,AWNED,bristled,awned,validate
386716,552182,"Private eye, when talking on the phone, pulled over",Private,INWARD,private,inward,test
386725,552193,Student going through note gets a shock,shock,JOLT,shock,jolt,train
386737,552207,"Current is excellent, runs fine and deep",Current,AIRFLOW,current,airflow,validate
386764,552240,"Loves to be in the back, walking",walking,AFOOT,walking,afoot,train
386781,552260,Subject of the lad getting brown,Subject,BOTANY,subject,botany,test
386789,552268,Empirical operator is represented by imaginary number,Empirical,A POSTERIORI,empirical,a_posteriori,train
386792,552271,Set up one night stand,Set up,INSTALL,set_up,install,train
386796,552276,Get rid of sleep — enjoy taking lady out,Get rid of,REMOVE,get_rid_of,remove,train
386805,552288,Solution on hair — evenly spreads over all directions,Solution,ANSWER,solution,answer,train
386806,552289,Double credit-relief,Double,CREASE,double,crease,validate
386867,552369,Strip study due for restoration,Strip,DENUDE,strip,denude,train
386894,552402,"Faced holy man in See, mostly",Faced,VISAGED,faced,visaged,test
386924,552438,A dry diet developed after considering universal opinion,opinion,ATTITUDE,opinion,attitude,train
386936,552454,River is on the other side of husband’s home,home,HOUSE,home,house,train
386939,552457,Therefore heartless intellectual is alone,alone,SOLITARY,alone,solitary,train
386943,552461,Porous meadows near Kentucky,Porous,LEAKY,porous,leaky,validate
386945,552463,Rigid elected jerk avoids backing deal,Rigid,INELASTIC,rigid,inelastic,train
386948,552466,Excellent General’s over the hill,Excellent,GOLDEN,excellent,golden,validate
386958,552476,Nice is wrongly represented in Supreme Court ... it is picturesque,picturesque,SCENIC,picturesque,scenic,validate
386960,552478,Accuracy of composition by Numero Uno on return,Accuracy,PRECISION,accuracy,precision,test
386964,552484,Edit and finish by morning,Edit,AMEND,edit,amend,validate
386976,552498,"Blue Force, indeed",Blue,DEPRESSED,blue,depressed,validate
386987,552512,End of prayer period to reflect on,End,OMEGA,end,omega,train
386995,552521,Outstanding bowling unit of proper quality,Outstanding,OVERDUE,outstanding,overdue,validate
387003,552531,Breathtaking day when storm set off at regular intervals,Breathtaking,AWESOME,breathtaking,awesome,test
387007,552536,Bit of code left,Bit,MORSEL,bit,morsel,validate
387019,552560,Showered close to temples and worshipped,Showered,SPRAYED,showered,sprayed,validate
387030,552573,"Daughter finds a way to cut onion, as a rule",rule,DOMINION,rule,dominion,train
387038,552581,Line below central lawn is crooked,crooked,AWRY,crooked,awry,test
387041,552584,"Fulfils initial expectation, leads to growing respect",respect,ESTEEM,respect,esteem,test
387053,552598,"After work, one left before end of day for a break",break,OPPORTUNITY,break,opportunity,test
387071,552619,Stick notice on TH crossword page?,Stick,ADHERE,stick,adhere,test
387079,552627,Lecturer wearing desi garment cold and derisive,derisive,SARDONIC,derisive,sardonic,test
387088,552640,Endure and overcome? On the contrary!,Endure,UNDERGO,endure,undergo,test
387094,552646,Vital operation is complicated but crucial,crucial,PIVOTAL,crucial,pivotal,test
387101,552655,Exceptional artist's on,Exceptional,RARE,exceptional,rare,test
387131,552691,Standard time for break,break,PART,break,part,validate
387133,552694,Equal with no power — strange,strange,EERIE,strange,eerie,test
387138,552699,Business house entirely set,set,FIRM UP,set,firm_up,test
387144,552705,Sadism always intrinsically bad,bad,DISMAL,bad,dismal,test
387146,552707,"Refusal, when voiced, understand",understand,KNOW,understand,know,train
387148,552711,Shroud over established concern,concern,INTEREST,concern,interest,test
387161,552726,Reportedly find kiss to be beautiful,beautiful,SCENIC,beautiful,scenic,test
387177,552745,Misrepresent velocity of electron in estimate,estimate,BELIEVE,estimate,believe,test
387184,552753,Warning against extraordinary domination,Warning,ADMONITION,warning,admonition,validate
