clue_id,definition,split,phrase
598600,Covenant,test,"<t>Covenant</t> reached by doctor, character closing surgery"
598605,Furrowed,test,<t>Furrowed</t> part of the US bordering another
598613,Wildcat,train,<t>Wildcat</t> grabbing swan’s tail in savage struggle
598616,Concerning,train,<t>Concerning</t> a boxing match
598617,pastries,test,Pile buttery spread on Nova Scotia <t>pastries</t>
598618,Cats,test,<t>Cats</t> chase the horses around
598622,payments,test,A sort of corporal’s collecting base <t>payments</t>
598626,Beginning,train,"<t>Beginning</t> in August, range through western Russia"
598629,Obstruct,test,<t>Obstruct</t> booth containing nothing new
598630,Quick,validate,<t>Quick</t> pickup Down Under with a street ahead
598632,Drains,test,<t>Drains</t> springs the wrong way
598634,Finish,train,<t>Finish</t> neck-and-neck
598635,dance,test,"Two times, is able to <t>dance</t>"
598636,ties,test,A Highlander’s <t>ties</t>
598638,Caught,test,<t>Caught</t> Tolkien creature and tried to catch fish
598642,State,test,"<t>State</t>, “That’s a shame, Kay,” without finishing"
598645,Colour,test,<t>Colour</t> of batter left out borders on vile
598649,conclusion,test,Local chap coming to a <t>conclusion</t>
598659,Stubborn,train,<t>Stubborn</t> old sleuth ain’t done being wayward
598660,up in the air,test,Deal ace and turn in being <t>up in the air</t>
598664,hide,train,An honour to cover southern arse’s <t>hide</t>
598667,sexual activity,test,Virtuous male abandoned <t>sexual activity</t>
598669,vacant,validate,"Ultimately futile politician, a politician extremely <t>vacant</t>"
598672,unreliable,test,<t>Unreliable</t> as a US vehicle brand?
598677,facial hair,test,"Organ, large, has transplanted <t>facial hair</t>"
598680,cut off,test,Put down wrapping round inside of ear and <t>cut off</t>
598683,polite,test,"<t>Polite</t> city leader, very angry, not quite getting erection"
598690,praise,train,<t>Praise</t> someone’s butt many times over
598693,Racket,validate,<t>Racket</t> made by little monkey losing tail
598695,sport,test,Difficult to make money playing <t>sport</t>
598697,Animal,train,<t>Animal</t> emerging from outskirts of Pamplona?
598698,Attack,test,<t>Attack</t> doctor splitting commission
598701,Relative,test,<t>Relative</t> measures nothing new
598702,Avid,train,"<t>Avid</t> listener, for example, back inside"
598703,Unbeatable,test,<t>Unbeatable</t> in game against minor
598705,Careful,train,"<t>Careful</t>, cleaner close to crockery"
598706,Playboy,test,<t>Playboy</t>? One may see croupier with one
598707,Colour,validate,<t>Colour</t> of ball you’re playing
598709,Mate,validate,"<t>Mate</t>, sickly-looking, lacking energy"
598710,a pest,train,Spooner’s type of music teacher could be <t>a pest</t>
598711,newspaper,test,"Bid a lot, stupidly, for <t>newspaper</t>"
598712,refuge,train,Mostly horrible time in <t>refuge</t>
598718,Wicked,train,<t>Wicked</t> lunatic? He reformed
598719,acrobat,test,See <t>acrobat</t> in glass
598719,glass,test,See acrobat in <t>glass</t>
598720,Please,validate,<t>Please</t> say if it’s awkward without one
598721,Break,test,<t>Break</t> from cover if threatened
598722,vogue,test,"Reportedly, rustic steps in <t>vogue</t>"
598723,Quite,test,<t>Quite</t> a large lake
598724,fuel,validate,Get rid of club’s <t>fuel</t>
598725,The end,train,<t>The end</t> of Ronaldo’s last game broadcast
598726,Vegetable,test,<t>Vegetable</t> acceptable with drained ricotta
598732,Maxim,train,<t>Maxim</t> about mishap involving gold
598733,Tiny,train,<t>Tiny</t> tick
598733,tick,test,Tiny <t>tick</t>
598735,line,test,Fish swallowing end of angler’s <t>line</t>
598736,shoe,test,Saint and top monk losing bishop’s <t>shoe</t>
598745,state,test,Record holder going to fight in independent island <t>state</t>
598747,Stalemate,test,<t>Stalemate</t> as setter’s out of date
598748,Delight,test,<t>Delight</t> to hear statements from the defendant
598749,secret service,test,Second head of security upset <t>secret service</t>
598751,Scowling,validate,"<t>Scowling</t>, dropping some flour in gravy"
598752,Illness,test,"<t>Illness</t> being new, complaining more to listeners"
598754,Boy,test,"<t>Boy</t>, by complete coincidence, not female"
598759,Recruit,test,<t>Recruit</t> is strangely silent
598760,Settlements,test,<t>Settlements</t> in town send me nuts
598764,Idiot,test,<t>Idiot</t> parent ignoring last notice
598766,scholar,test,That’s one in the eye for <t>scholar</t>
598767,Presenter,test,<t>Presenter</t> and what her voice may come from
598772,Embed,test,<t>Embed</t> Mike into one factory
598774,playwright,test,Thus raised concern about untrained <t>playwright</t>
598779,Pretty,test,<t>Pretty</t> fine appearance
598780,The last,validate,<t>The last</t> sign of resistance
598783,Still,test,<t>Still</t> upset? Not very
598784,Hold up,test,<t>Hold up</t> back of trousers with belt or elastic
598786,membranes,train,Butchered animal and left out <t>membranes</t>
598788,Hooters,validate,Snoops around <t>Hooters</t>
598791,joint,test,Cover for bishop‘s <t>joint</t>
598794,Arouse,validate,<t>Arouse</t> with a stiff bash?
598802,Bulge,validate,<t>Bulge</t> spotted in Darcy’s trousers
598803,Player,train,<t>Player</t> left to go in second
598804,viewers,test,Exercising nude with active <t>viewers</t>
598805,Dim,validate,<t>Dim</t> boy holds good degree
598811,Plant,test,<t>Plant</t> a kiss on Frank Lampard initially
598812,Always,test,"<t>Always</t> veer off course, occasionally crossing motorway"
598813,Dry,train,<t>Dry</t> white? Just lovely to look at!
598813,Just,validate,Dry white? <t>Just</t> lovely to look at!
598815,Take on,test,<t>Take on</t> a small European without problem
598816,inflexible,train,Press conservative boy that’s <t>inflexible</t>
598818,vipers,test,Runs away from first of lancehead <t>vipers</t>
598821,butcher,test,Service a church holds finally for <t>butcher</t>
598823,larks,test,American jerks pinching knight for <t>larks</t>
598825,expectation,test,Struggle with <t>expectation</t>
598827,Nicks,validate,<t>Nicks</t> and Jeans?
598827,Jeans,train,Nicks and <t>Jeans</t>?
598833,thus,test,Secret dirt could be made <t>thus</t>
598834,Occasionally,test,<t>Occasionally</t> switch positions
598836,Prisoner,train,<t>Prisoner</t> beaten at chess?
598837,Steps,test,Celebrities welcoming one in <t>Steps</t>
598839,Check,test,<t>Check</t> from a source
598840,Joint,test,<t>Joint</t> bank lending division
598841,Maoists,test,"<t>Maoists</t> are detached, read minds"
598849,coast,test,Occasionally seen as laid-back on the <t>coast</t> creature
598849,creature,train,Occasionally seen as laid-back on the coast <t>creature</t>
598850,beast,test,"Drama about sick, old <t>beast</t>"
598854,movement,test,"It breathes in air in traditional air-conditioner, absorbing oxygen and ultimately facilitating <t>movement</t>"
598855,sign,validate,This bold sort makes billboard <t>sign</t>
598856,Flirt,train,<t>Flirt</t> starts to talk enticingly after spouse exits
598857,a building block,test,"A small, not rare kind of rock, <t>a building block</t>"
598859,Donkey,validate,<t>Donkey</t> roaming around America
598860,proof,validate,"Sip beverage (South-Indian style), reportedly for <t>proof</t>"
598862,insult,train,A black-American English <t>insult</t>
598863,City,test,<t>City</t> stiffled by Tottenham manager
598864,Coat,test,<t>Coat</t> brand’s about solemnity at heart
598866,Ruler,test,<t>Ruler</t> gives extremely tacky and intemperate speech
598867,Wine,train,<t>Wine</t> is nastier when drunk
598868,police officer,test,Really excellent <t>police officer</t>
598869,Come across,train,<t>Come across</t> heartless devil
598872,small town,test,No heroes worked in such a <t>small town</t>
598874,Arab,test,<t>Arab</t> in USA I’d relocated
598877,Spaceship,test,<t>Spaceship</t> alien lands on Gibraltar?
598878,Deprived,test,<t>Deprived</t> female wearing cap
598882,tree,validate,"In a compound, small <t>tree</t>"
598883,fish,validate,Getting up to dry <t>fish</t>
598885,still,test,I’m on the phone <t>still</t>
598886,plunder,test,Was in charge of big bag for <t>plunder</t>
598924,piece of cake,test,Knock back drink and linger for <t>piece of cake</t>
598925,Lust,test,<t>Lust</t> of French ancestor
598927,writer,train,Some studies say I stressed <t>writer</t>
598930,Pierces,train,<t>Pierces</t> first of season’s fruits
598931,sweet,test,I shout aloud for <t>sweet</t>
598934,medical specialists,test,Depression is principally the subject for <t>medical specialists</t>
598935,Watertight,test,<t>Watertight</t>   floodgate
598935,floodgate,test,Watertight   <t>floodgate</t>
598937,pages,train,Pulls out  <t>pages</t>
598938,Delegates,train,<t>Delegates</t> of a vet’s enterprise at sixes and sevens
598940,Overfeeds,test,<t>Overfeeds</t> essentially voracious male sheep
598943,Bars,test,<t>Bars</t> lakes around a southern university
598945,found,test,Behold moggie journalist <t>found</t>
598947,Concerning,train,<t>Concerning</t> a contest
598948,See,test,<t>See</t> returning ambassador dashing around
598950,Passages,validate,<t>Passages</t> in ancient Greek city by lake
598951,support,test,In storm secure a <t>support</t>
598956,a capital,train,"Respect pop singer’s shown for old city, <t>a capital</t>"
598958,timidity,test,Facing nasty snakes you and I may show <t>timidity</t>
598963,Sport,train,<t>Sport</t> and dance curtailed when leg gets crushed
598965,Reluctant,validate,"<t>Reluctant</t> man with bad wife, little husband"
598967,Menials,validate,<t>Menials</t> working for Conservative female
598969,Bad person,test,<t>Bad person</t> above all others joins up
598970,Disturbing,test,<t>Disturbing</t> judgement that’s very loudly introduced
598971,Curved shapes,test,<t>Curved shapes</t> in pollarded trees
598973,a,test,<t>A</t> blade used by crew avoiding river animal
598974,Force,test,<t>Force</t> part of NHS to take over hospital
598976,progress,test,Method introduced by leader displays <t>progress</t>
598977,Popular,test,<t>Popular</t> protest movement that can’t be controlled
598981,Flattened,train,<t>Flattened</t> earth in derelict land that’s been excavated
598982,game,test,Obstacle course includes <t>game</t>
598983,Jobs,train,Those at forefront of technology and science knew Steve <t>Jobs</t>
598986,Philosophical,train,<t>Philosophical</t> Society’s initially dealing with subject taking Plato’s lead
598987,Hound,test,<t>Hound</t> old lady moving with difficulty
598993,Opening,validate,<t>Opening</t> in which tenor follows leading musical character
598994,High point,test,<t>High point</t> of jumper following jumper?
598995,Lazy,train,<t>Lazy</t> and having no time for work
598998,Consequences,train,<t>Consequences</t> of following US subject
598999,Removal,train,<t>Removal</t> of uncertainty can empty lending banks
599002,Superior,test,<t>Superior</t> description of Room at the Top?
599003,Bliss,test,<t>Bliss</t> at last! The magic is what yoga does internally!
599005,Monitor,test,<t>Monitor</t> gossip about Republican leader
599006,Secret,test,<t>Secret</t> demonstration could be given by this toad
599007,Clear,test,<t>Clear</t> about no insertion in charter
599012,Wall,test,<t>Wall</t> portion covering a hollow passage
599016,Heave,test,<t>Heave</t> miserable chap having no work
599017,a faith,validate,Right-wing journalism misrepresented <t>a faith</t>
599019,pessimistic,test,"Extremely coy, I can panic and start to look <t>pessimistic</t>"
599021,Clever,test,"<t>Clever</t> gypsies returned quietly, unnoticed"
599026,Henchman,validate,<t>Henchman</t>’s entry into Labour Party at last
599027,palace,test,It echoes in almost empty <t>palace</t>
599034,Nigerian,test,<t>Nigerian</t> visiting Bilbao on and off
599036,scold,test,Turn on girl accompanying artist and <t>scold</t>
599039,Complete,validate,"<t>Complete</t> language, bar one noun"
599047,Turk,validate,A western alliance set up to pin down <t>Turk</t>
599048,poem,test,Loud bird-call audible in <t>poem</t>
599057,allegiance,test,Eccentric retains key <t>allegiance</t>
599058,desert,test,Green stuff eaten (not “ate”) up in <t>desert</t>
599062,lord,test,Pork pie and case of Grenache for <t>lord</t>
599063,version,test,Start to read publication that includes new <t>version</t>
599065,Deathless,test,<t>Deathless</t> seabird observed in wild lea
599068,Beaming,test,<t>Beaming</t> princess almost taken in by traitor
599069,fruit,test,Fuss about vocab omitting British <t>fruit</t>
599070,decontaminated,validate,"Ground is stained, so <t>decontaminated</t>"
599072,Swear,train,<t>Swear</t> as dance party beginning to end?
599075,Macaque,test,<t>Macaque</t> needs bringing back to life outside hospital
599078,Spear,train,<t>Spear</t> in butcher’s no good
599080,Letter,test,<t>Letter</t> also featured in amusing write-up?
599084,Support,test,"<t>Support</t> ecstasy habit, immoral, keeping place for it?"
599085,Cake,train,<t>Cake</t> and a drink in heart of Burgundy
599087,Inventor,test,<t>Inventor</t> renovates large houses
599088,tight,train,"Shape of washer attached to source of water, <t>tight</t>"
599090,Bird,train,<t>Bird</t>: that female nesting in most important tree
599091,file,train,Blue ring secured by boy for <t>file</t>
599092,Untouched,test,"<t>Untouched</t>, it can’t degenerate"
599094,maestro,test,Work has gone into hit for <t>maestro</t>
599096,Test,train,"<t>Test</t> opposites, right and left primarily"
599098,Eat,train,<t>Eat</t> quantity in hard fruit
599099,Group,test,"<t>Group</t>, Liberal in general"
599101,Jumper,train,"<t>Jumper</t> for woolly garment, initially"
599102,Colour,test,"<t>Colour</t> I like, no clothes!"
599103,Flier,test,"<t>Flier</t>, best swimmer"
599105,Poisoner,test,"<t>Poisoner</t>, tuft of hair beneath fringe"
599106,state,train,Revolution in older Danish <t>state</t>
599108,generous,test,"Give a little, being <t>generous</t>"
599109,vehicle,test,Talk about location of carnival <t>vehicle</t>
599110,Wasted,validate,<t>Wasted</t> — as tennis ball may have been after lob?
599111,sound,test,Sailor overwhelmed by abominable <t>sound</t>
599112,stalemate,test,Remain firm with side at <t>stalemate</t>
599113,Snapper,test,<t>Snapper</t> arrived with rear admiral
599119,Show,test,<t>Show</t> former lover greeting with 01
599120,Frustrate,validate,<t>Frustrate</t> one caught in lightning going past dirty place
599121,Inspire,test,<t>Inspire</t> eastern national with bravery
599123,fleet,train,Agency these days with a <t>fleet</t>
599124,horse,train,Obstruct one working <t>horse</t>
599128,signature,test,Tough rap artist initially changing <t>signature</t>
599136,researcher,train,Second insect — it may be dissected by <t>researcher</t>
599139,protection,test,Lieutenant in absolute <t>protection</t>
599142,Hard,train,"<t>Hard</t> item at first taken inside, exchanged for money"
599143,lie,validate,Runs from disagreement? That’s a <t>lie</t>
599145,Angry,train,<t>Angry</t> figures in Ancient Rome
599147,Fish,test,<t>Fish</t> responsible for some receding ripple effects
599151,Dog,test,<t>Dog</t> associated with Hans Christian Andersen?
599152,Notice,test,<t>Notice</t> ends of Möbius strip rarely
599153,intermediary,test,I feel bad backing youngster as <t>intermediary</t>
599154,Clear,validate,<t>Clear</t> a number of deliveries will be required before end of Test
599155,couple,test,I encountered returning <t>couple</t>
599156,Stage,test,"<t>Stage</t>? Run out to play guitar, perhaps"
599158,horsemen,validate,Chartered Accountant to change when interrupted by 50 <t>horsemen</t>
599159,Annoyed,train,<t>Annoyed</t> pub worker receiving rude comment
599160,Exactly,train,Knight showing reserve about the Spanish? <t>Exactly</t>
599162,splinter,test,"Small, unyielding <t>splinter</t>"
599167,precise,train,Former legislation is <t>precise</t>
599171,pan,train,Fine tungsten-tipped <t>pan</t>
599175,vision,test,"Send back mushrooms starter, oddly lacking <t>vision</t>"
599178,Substitute,train,<t>Substitute</t> some players at Zurich
599179,comprehensively,train,Batting knocking the stuffing out of Derbyshire lower order <t>comprehensively</t>
599183,Champion,test,<t>Champion</t> whiskey bar? The one in the Crown
599184,Goddess,test,<t>Goddess</t> subsequently entering advanced area
599186,Case,test,<t>Case</t> of Mauritius walnuts overturned
599189,Happy,test,<t>Happy</t> pedestrianised zone finally enclosed
599190,Sheep,validate,<t>Sheep</t> trapped by drain
599195,idea,test,"Bad form, pinching inventor’s first <t>idea</t>"
599197,Suitably,validate,"<t>Suitably</t> nifty clues, if solved"
599203,Magnificent,test,<t>Magnificent</t> concert’s finale due to include Queen
599204,Persistent,train,<t>Persistent</t> criminal’s hit facing time
599205,Goddess,test,"<t>Goddess</t>, advanced adult around at that time"
599206,cold,train,"Dished up again, possibly <t>cold</t>"
599207,subterfuge,test,Diplomacy in charge of <t>subterfuge</t>
599209,Sticky,train,<t>Sticky</t> slug out in wild
599211,Protection,test,<t>Protection</t> of rank protecting lieutenant
599213,tool,validate,Simple men trying to grip <t>tool</t>
599214,proposal,train,Single sweetheart doesn’t finish <t>proposal</t>
599217,harsh,validate,When describing supporter this compiler’s <t>harsh</t>
599218,Worshipper,validate,<t>Worshipper</t> of deity father left upset
599221,lure,test,Give line out to show <t>lure</t>
599222,mat,train,Drag carrying exercise <t>mat</t>
599223,Plaintiff,test,<t>Plaintiff</t> with account copper’s heard regularly
599226,blokes,validate,Makes fun of <t>blokes</t>
599229,Period,validate,<t>Period</t> noted regularly in diary
599232,Shape,validate,"<t>Shape</t> of shop, dire, unfortunately"
599235,Clumsy,train,<t>Clumsy</t> writer going wrong way in Italian
599236,water lily,validate,Chance introducing American <t>water lily</t>
599246,farm,train,Managed Church <t>farm</t>
599250,girl,test,Little money for <t>girl</t>
599251,Disadvantage,test,<t>Disadvantage</t> of French river this person’s admitted
599252,Child,validate,"<t>Child</t>’s turn? Yes, go freely"
599260,Faith,train,"<t>Faith</t> in Jedi, a habit brought up"
599261,Americans,validate,<t>Americans</t>’ military vehicles’ temperature turning to variable
599262,Uninteresting,train,<t>Uninteresting</t> form of horse racing
599263,novel,test,Surprising price dip in South African <t>novel</t>
599267,Bracing,validate,<t>Bracing</t> note
599267,note,validate,Bracing <t>note</t>
599268,permanent,validate,They say you are into closure that’s <t>permanent</t>
599270,book,train,Tucker’s partner with vacant lacklustre <t>book</t>
599273,Novels,test,"<t>Novels</t> from 13 across, if edited"
599275,Island,train,<t>Island</t> state chief with a most unfriendly manner
599279,dance,train,Repetitive tea <t>dance</t>
599280,Perfect,test,<t>Perfect</t> trader’s response to question about occupation
599283,an attachment,train,Masks and gloves included in revised agenda as <t>an attachment</t>
599284,novels,test,Record one found in attempts to produce <t>novels</t>
599287,Good deal,train,<t>Good deal</t> of local profit
599290,City,validate,<t>City</t>’s query regarding morality of monk
599291,Growth,train,<t>Growth</t> in borders of poppy crop returned
599293,a walk,test,Some led an Alps expert around area for <t>a walk</t>
599296,Carbohydrate,train,<t>Carbohydrate</t> source oddly grew
599299,State,validate,<t>State</t> of Ford seen on films
599300,Seizure,train,<t>Seizure</t> in back of Flying Scotsman
599303,beginning,validate,Turn on good film to see <t>beginning</t>
599304,hamper,train,This may require a double <t>hamper</t>
599305,Mocking,train,<t>Mocking</t> island state involved in sham trials
599306,Contribution,validate,<t>Contribution</t> from leader at home being promoted
599311,Singer,test,<t>Singer</t> with Indian accompaniment hasn’t left
599312,Desert,train,<t>Desert</t> pasture extremely valuable
599313,Events,test,<t>Events</t> assistant fixes female on sign
599316,Uninterested,test,<t>Uninterested</t> adult on course recalled quote
599319,so long,train,Acceptable to support Kate on Radio 4 for <t>so long</t>
599320,school,train,Raised hard in country <t>school</t>
599322,a long time,test,Building entrance unknown for <t>a long time</t>
599324,road,train,… repairing outer <t>road</t>
599327,Start,train,<t>Start</t> getting judge to sit astride horse
599328,city,train,Shop around hot <t>city</t>
599329,period,test,Might sound like Roman from successful <t>period</t>
599334,stout,test,Former student given finally more Guinness double <t>stout</t>
599335,cavity,validate,Infilling suspect <t>cavity</t>
599337,Mark,train,<t>Mark</t> mobile soldiers’ second uprising
599338,Rings,test,<t>Rings</t> one set aside at the beginning
599339,Scientist,validate,<t>Scientist</t> testing ice melting
599340,river,test,Sailor has bath outside in <t>river</t>
599345,remains,test,President’s withholding the last of human <t>remains</t>
599346,Shut up,test,<t>Shut up</t>! Setter’s dug around issue
599347,Fabric,validate,<t>Fabric</t> Raymond gets removed from boards
599348,education,test,Inclined to introduce the head of religious <t>education</t>
599350,Force,test,<t>Force</t> restraint of member: not right
599354,Peer,validate,<t>Peer</t> pressure ultimately applied against a heartless prince
599356,stem,train,Acanthus hasn’t a twisted <t>stem</t>
599361,housework,test,"Jump about, having an inclination for <t>housework</t>"
599363,Narrow,validate,<t>Narrow</t> recorder?
599363,recorder,validate,Narrow <t>recorder</t>?
599364,Brief,test,<t>Brief</t> blockade around thoroughfare
599365,Lumbering,train,<t>Lumbering</t> nude’s poor dances
599366,officers,train,Undergarment and smalls for <t>officers</t>
599367,dark,test,"Nervy around people, hiding blemish that’s <t>dark</t>"
599368,Stuff,train,<t>Stuff</t> with zero tax that’s pocketed earlier
599370,piece of music,train,"After Buccaneer’s cue, you heard <t>piece of music</t>"
599373,Places,train,<t>Places</t> in India surrounded by places to the north
599375,Handles,validate,<t>Handles</t> sailor leaving area on the way up
599376,tradition,test,What not to ask a lady about sex? It’s <t>tradition</t>
599379,self-conscious,validate,I’m going to answer guy that’s <t>self-conscious</t>
599384,Soak,train,"<t>Soak</t>’s confession of depression, putting away litres"
599389,Key,test,<t>Key</t> step taken by defenders
599393,Explain,train,<t>Explain</t> inclusion of tragic old man in contest
599394,Pure,test,<t>Pure</t> ecstasy after flower festival in church
599396,Remote,test,<t>Remote</t> school denied sandwiches
599400,Seasoned,train,<t>Seasoned</t> officer’s penetrating voice
599401,Particularly,validate,<t>Particularly</t> large stick raised over boy’s bottom
599404,Hot stuff,validate,<t>Hot stuff</t> emerging from company meeting in Massachusetts
599407,Deceives,train,"<t>Deceives</t> with bat, slicing through covers"
599411,server,test,Youth league disheartened <t>server</t>
599412,Bottle,test,<t>Bottle</t> finally explodes in intense fire
599441,Bull,validate,<t>Bull</t> in Belize building
599442,over,test,One spinner’s <t>over</t>
599446,troglodytes,test,Designed Mac... even for <t>troglodytes</t>
599448,Discount,train,<t>Discount</t> on some cricket equipment available at last
599450,advocate,train,A yew building in the outskirts of Lancaster for <t>advocate</t>
599452,Dear,validate,<t>Dear</t> husband is followed by a Yankee
599453,Associate,train,<t>Associate</t> in Ballygunge
599454,Don,train,<t>Don</t> Williams’ exhilarated American rockers for starters
599456,Fruit,validate,<t>Fruit</t>’s audio-visual with rotter wearing glasses
599457,Collect,validate,<t>Collect</t> gun with that lady
599461,vision,train,"Yes, eight managed to get <t>vision</t>"
599466,Creatures,validate,<t>Creatures</t> found in steel shops
599472,quality,test,Party reflected my family's <t>quality</t>
599474,Composer,test,"<t>Composer</t>'s new edition with tango and waltz, finally"
599475,Weaken,validate,<t>Weaken</t> a magnet when picked up
599478,Careless,test,<t>Careless</t> pugilist punching explorer in the dark
599479,Poser,test,"<t>Poser</t>, easy one"
599481,Barely,validate,<t>Barely</t> fitting
599482,fell,validate,Low bar ultimately <t>fell</t>
599484,Treacheries,test,"<t>Treacheries</t> scuppered if I listened in, mostly"
599489,Vitriolic,test,<t>Vitriolic</t> sodium or calcium symbolically mixed
599492,Release,validate,<t>Release</t> article rejected by BBC
599493,Band,test,<t>Band</t> from north in fix
599494,Worry,train,<t>Worry</t> about featuring in paper
599495,dessert,test,Last piece of Arctic roll for <t>dessert</t>
599496,Military,train,<t>Military</t> order read out
599498,Smart,test,<t>Smart</t> chain mayor finally removed
599499,Start,test,<t>Start</t> working with firm
599501,language,test,Arrest adult trio that’s regularly expressed upsetting <t>language</t>
599502,Hound,test,<t>Hound</t> immoral head of judiciary in Northern Ireland
599503,Go,train,<t>Go</t> crazy around Eve
599504,Cast,test,<t>Cast</t> finishes off brief rehearsal you began watching
599505,composer,train,Unknown cuts record for <t>composer</t>
599507,Suggest,test,<t>Suggest</t> what experienced fashion model might exhibit?
599508,guaranteed,test,Unfortunately rudeness almost is <t>guaranteed</t>
599510,Worthless,test,<t>Worthless</t> article yields nothing for American
599512,Blur,test,Second European defends abuse over guitarist originally in <t>Blur</t>
599513,Campaigns,test,"<t>Campaigns</t> running scared, limiting empty undertakings"
599514,Antipodean,train,"<t>Antipodean</t> principal, small of stature reportedly"
599517,Newscasters,test,<t>Newscasters</t> in US on CNN are changing
599521,obsession,validate,"Rearing cheetahs, it effectively inspires <t>obsession</t>"
599522,injection,test,Son given powerful <t>injection</t>
599523,Stern,test,<t>Stern</t> assertion from stag to his mate?
599524,dessert,test,Visit kitchen regularly and pick <t>dessert</t>
599528,Long,validate,<t>Long</t> time before November
599535,Bells,test,<t>Bells</t> of Ireland back in demand
599536,bones,validate,Tamper with <t>bones</t>
599538,guns,validate,"Ground zero’s hit, pinning western <t>guns</t>"
599541,Continue,train,<t>Continue</t> with cliffs just after cutting south
599543,Steep,test,<t>Steep</t> promotion in naval affairs
599546,Impressive,validate,<t>Impressive</t> understanding has moved husband
599547,Composer,test,"<t>Composer</t> by trade, you say?"
599550,weasel,test,Somebody regularly heard <t>weasel</t>
599552,Arrange,train,<t>Arrange</t> a band for the audience
599554,Haunt,test,<t>Haunt</t> Chinese ethnic group with painful disease
599556,antique,validate,Characters enthralled by gold English <t>antique</t>
599558,Understand,test,"<t>Understand</t> concern, not small, about public relations"
599563,pet,test,Surprised comment on US soldier’s <t>pet</t>
599568,Wild,test,<t>Wild</t> French caper
599571,dullard,test,Italian lady missing son married American <t>dullard</t>
599572,performance,validate,In courtyard feel bitter about knight’s <t>performance</t>
599576,instruments,test,Panic mostly after time cut short for <t>instruments</t>
599585,war zone,test,A few crossing miles to <t>war zone</t>
599588,orders,test,American cleans boxes Jack <t>orders</t>
599590,compounds,test,Games and trips straddling bovid in <t>compounds</t>
599591,a mixer,train,"Where criminal’s sent, not ultimately <t>a mixer</t>"
599592,extremist,validate,<t>Extremist</t> drawing back after cult’s uncovered
599607,relaxed,test,<t>Relaxed</t> state houses equally posh
599612,Lovely,test,<t>Lovely</t> old mates of Brian Cox last in astronomy
599614,Test,test,<t>Test</t> All About Eve
599615,Sweet-talk,test,<t>Sweet-talk</t> pair of Europeans living abroad
599616,Close,validate,<t>Close</t> down earmarked stores
599617,plant,train,He left grease around heart of green <t>plant</t>
599619,Shocking,test,<t>Shocking</t> yet refreshing amusing trait
599622,soap,test,Son enthralled by daily <t>soap</t>
599623,cabinetmaker,test,Regulation rejected by head <t>cabinetmaker</t>
599625,Top,train,<t>Top</t> eastern ambassador visits poor
599631,host,train,"Celeb, say, boring <t>host</t>"
599633,Base,test,<t>Base</t> local idiots drinking two pints
599637,Authority,train,<t>Authority</t> hide boat with no bow
599638,dance,test,The Spanish up in Middlesbrough <t>dance</t>
599640,Take out,test,<t>Take out</t> something from palm
599643,rural area,validate,Shopping centre closing early in a <t>rural area</t>
599646,fibre,test,California guys perhaps tucking into healthy <t>fibre</t>
599647,Show,train,"<t>Show</t> auto initially entering, not fully charged"
599649,Line up,test,"<t>Line up</t> at wall, every aide being reassigned"
599651,Distinctive,test,<t>Distinctive</t> non-clerical records recalled
599652,Big fish,test,<t>Big fish</t> cooked on gas with milk around noon
599654,pledge,validate,Bound to accept gift put up as <t>pledge</t>
599655,Polluted,validate,<t>Polluted</t> pool I abandoned
599656,Give way,train,<t>Give way</t> regarding period of abstinence
599657,Lawless,test,<t>Lawless</t> chief gripped by terror after beheading
599659,holy man,validate,Miserable dwelling with no floor for <t>holy man</t>
599660,a manner of speaking,test,"Set up party eschewing leadership, in <t>a manner of speaking</t>"
599662,Former,test,<t>Former</t> Welsh rite recreated
599663,heavenly,validate,This place — and others surrounding — is <t>heavenly</t>
599669,Ancient,validate,"<t>Ancient</t>, a little like an aristocrat?"
599671,Order,test,<t>Order</t> an Aga perhaps on the phone
599673,gossip,test,Settle back and <t>gossip</t>
599677,Danger,test,<t>Danger</t> for each individual on vacation
599678,Promiscuous,train,<t>Promiscuous</t> ladies and gents beginning to embrace
599679,group,test,Secret agents capturing city <t>group</t>
599682,Raised,test,"<t>Raised</t> money, did you say?"
599683,Destroy,test,<t>Destroy</t> a French force
599685,spirit,train,Bishop has passionate <t>spirit</t>
599687,servant,test,Fee paid for a <t>servant</t>
599689,Priest,test,<t>Priest</t> who’s soft on crime
599691,bug,test,"I grew desperate, eating a <t>bug</t>"
599692,Run,validate,<t>Run</t> and hide
599692,hide,train,Run and <t>hide</t>
599700,exalted,train,"Morally improved duke earlier, becoming <t>exalted</t>"
599702,Hates,validate,<t>Hates</t> seeing sights with son not about
599703,pudding,validate,"A sad, a bleak king ordered <t>pudding</t>"
599705,Hoping,train,<t>Hoping</t> for an ‘h’ sound
599708,Gratuities,train,"<t>Gratuities</t> regularly shunned; at a push, Everyman will chip in"
599711,Guide,test,<t>Guide</t> daughter to wear a sun-blocker
599719,File,test,"<t>File</t> ‘requiring less effort’, fancifully?"
599725,number,test,<t>Number</t> with hatred for decimalisation?
599728,beetle,test,"<t>Beetle</t>, or small mobile home?"
599729,contemptible,train,<t>Contemptible</t> male American gets around in love
599732,straightforward,train,Following on is <t>straightforward</t>
599733,electrical device,train,One leaving coaches to consider <t>electrical device</t>
599734,hang,test,<t>Hang</t> from gallows again?
